species	Seq.No.	date	month	male	age	bodysize	No.	order	Family	genus	species.y	ecology
ナガコガネグモ	S45_S_659	2018.05.17-075	5	-	-	-	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S45_S_464	2018.05.17-078	5	-	-	-	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S45_S_683	2018.05.17-099	5	-	-	-	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S45_S_760	2018.05.17-176	5	-	-	-	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_217	2018.06.22-041	6	-	-	6.36	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_218	2018.06.22-042	6	-	-	8.13	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_434	2018.07.19-058	7	-	-	10.8	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_435	2018.07.19-059	7	-	-	8.05	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_437	2018.07.19-061	7	-	-	10.6	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_440	2018.07.19-064	7	-	-	13.4	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_074	2018.06.17-010	6	-	-	4.49	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S45_S_015	2018.04.17-015	4	2	2	-	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_233	2018.07.17-009	7	-	-	10.8	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_009	2018.06.12-009	6	-	-	8.8	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_232	2018.07.17-008	7	-	-	8.35	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_328	2018.07.17-104	7	-	-	6.86	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_329	2018.07.17-105	7	-	-	7.14	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_274	2018.07.17-050	7	-	-	7.19	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_276	2018.07.17-052	7	-	-	6.03	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_342	2018.07.17-118	7	-	-	8.16	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_346	2018.07.17-122	7	-	-	7.05	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_351	2018.07.17-127	7	-	-	5.11	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_160	2018.06.19-024	6	-	-	6.5	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_031	2018.06.12-031	6	-	-	6.58	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_299	2018.07.17-075	7	-	-	6.34	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_300	2018.07.17-076	7	-	-	13	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_326	2018.07.17-102	7	-	-	4.8	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_327	2018.07.17-103	7	-	-	7.49	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_398	2018.07.19-022	7	-	-	8.73	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_405	2018.07.19-029	7	-	-	8.31	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_330	2018.07.17-106	7	-	-	6.57	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_332	2018.07.17-108	7	-	-	8.06	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_428	2018.07.19-052	7	-	-	11	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_126	2018.06.17-062	6	-	-	6.15	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_127	2018.06.17-063	6	-	-	5.75	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_047	2018.06.12-047	6	-	-	6.32	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_109	2018.06.17-045	6	-	-	3.64	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_363	2018.07.17-139	7	-	-	7.09	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_367	2018.07.17-143	7	-	-	6.56	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_112	2018.06.17-048	6	-	-	8.39	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_204	2018.06.22-028	6	-	-	6.31	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_099	2018.06.17-035	6	-	-	6.48	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_206	2018.06.22-030	6	-	-	6.24	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_417	2018.07.19-041	7	-	-	7.93	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_425	2018.07.19-049	7	-	-	16.7	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_102	2018.06.17-038	6	-	-	8.94	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_446	2018.07.19-070	7	-	-	18.2	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_450	2018.07.20-002	7	-	-	14.1	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_130	2018.06.17-066	6	-	-	3.12	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_132	2018.06.17-068	6	-	-	8.35	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_006	2018.06.12-006	6	-	-	5.61	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_230	2018.07.17-006	7	-	-	8.27	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_464	2018.07.20-016	7	-	-	7.29	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_465	2018.07.20-017	7	-	-	9.18	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_212	2018.06.22-036	6	-	-	8.13	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_162	2018.06.19-026	6	-	-	5.18	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_207	2018.06.22-031	6	-	-	5.58	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_101	2018.06.17-037	6	-	-	8.75	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_287	2018.07.17-063	7	-	-	7.9	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_306	2018.07.17-082	7	-	-	10.6	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_298	2018.07.17-074	7	-	-	7.61	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_526	2018.07.20-078	7	-	-	10.2	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_097	2018.06.17-033	6	-	-	6.12	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_203	2018.06.22-027	6	-	-	6.97	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_352	2018.07.17-128	7	-	-	7.26	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_137	2018.06.19-001	6	-	-	6.24	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_210	2018.06.22-034	6	-	-	5.49	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_140	2018.06.19-004	6	-	-	4.23	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_004	2018.06.12-004	6	-	-	4.76	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_460	2018.07.20-012	7	-	-	11.2	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_202	2018.06.22-026	6	-	-	3.64	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナガコガネグモ	S44_S_141	2018.06.19-005	6	-	-	7.31	19	Araneae	Araneidae	Argiope	Argiope_bruennichi	web-weaving
ナミハエトリグモ�	S45_S_045	2018.04.17-045	4	2	2	-	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S45_S_057	2018.04.17-057	4	2	2	-	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S45_S_239	2018.04.27-063	4	-	-	-	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S44_S_335	2018.07.17-111	7	-	-	2.86	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S44_S_410	2018.07.19-034	7	-	-	3.27	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S44_S_430	2018.07.19-054	7	-	-	2.97	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S43_S_561	2018.10.19-137	10	2	2	3.48	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ナミハエトリグモ�	S45_S_072	2018.04.17-072	4	2	2	-	57	Araneae	Salticidae	Sitticus	Sitticus_sp.	free-living
ニ�ンヒメグモ	S44_S_128	2018.06.17-064	6	-	-	2.41	60	Araneae	Theridiidae	Parasteatoda	Parasteatoda_japonica	web-weaving
ヌサオニグモ	S45_S_065	2018.04.17-065	4	2	2	-	29	Araneae	Araneidae	Araneus 	Araneus_ejusmodi	web-weaving
ハエトリグモ科_sp.1	S45_S_480	2018.05.15-016	5	-	-	-	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S45_S_640	2018.05.17-056	5	-	-	-	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S45_S_140	2018.04.17-140	4	2	2	-	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S44_S_609	2018.08.20-009	8	-	-	3	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S43_S_582	2018.10.19-158	10	2	2	3.29	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S44_S_578	2018.07.27-042	7	-	-	2.62	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S45_S_550	2018.05.16-022	5	-	-	-	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.1	S44_S_488	2018.07.20-040	7	-	-	3.86	49	Araneae	Salticidae	-	Salticidae_sp.1	free-living
ハエトリグモ科_sp.2	S44_S_157	2018.06.19-021	6	-	-	7.68	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S44_S_698	2018.08.21-018	8	-	-	6.71	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S44_S_619	2018.08.20-019	8	-	-	5.65	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S44_S_708	2018.08.21-028	8	-	-	6.03	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S43_S_085	2018.09.13-013	9	2	2	4.78	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S43_S_088	2018.09.13-016	9	2	2	3.76	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S45_S_158	2018.04.18-014	4	-	-	-	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S44_S_499	2018.07.20-051	7	-	-	3.83	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.2	S43_S_114	2018.09.13-042	9	2	2	7.61	50	Araneae	Salticidae	-	Salticidae_sp.2	free-living
ハエトリグモ科_sp.3	S44_S_321	2018.07.17-097	7	-	-	3.05	51	Araneae	Salticidae	-	Salticidae_sp.3	free-living
ハエトリグモ科_sp.4	S45_S_398	2018.05.14-038	5	-	-	-	52	Araneae	Salticidae	-	Salticidae_sp.4	free-living
ハエトリグモ科_sp.5	S44_S_573	2018.07.27-037	7	-	-	5.06	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_246	2018.04.27-070	4	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_665	2018.08.20-065	8	-	-	3.83	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_672	2018.08.20-072	8	-	-	3.12	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_563	2018.07.27-027	7	-	-	4.16	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_663	2018.05.17-079	5	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_751	2018.05.17-167	5	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_040	2018.04.17-040	4	2	2	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_725	2018.08.21-045	8	-	-	3.97	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_431	2018.05.14-071	5	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_408	2018.07.19-032	7	-	-	4.46	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S44_S_225	2018.07.17-001	7	-	-	3.1	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_209	2018.04.27-033	4	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_207	2018.04.27-031	4	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.5	S45_S_745	2018.05.17-161	5	-	-	-	53	Araneae	Salticidae	-	Salticidae_sp.5	free-living
ハエトリグモ科_sp.6	S43_S_654	2018.11.12-070	11	2	2	6.1	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_484	2018.07.20-036	7	-	-	4	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_546	2018.07.27-010	7	-	-	4.23	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S43_S_516	2018.10.19-092	10	2	2	6.22	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_751	2018.08.22-023	8	-	-	4.14	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_325	2018.07.17-101	7	-	-	3.92	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_423	2018.07.19-047	7	-	-	4.27	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S43_S_020	2018.09.11-020	9	2	2	4.95	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S45_S_039	2018.04.17-039	4	2	2	-	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S43_S_148	2018.09.25-028	9	2	2	6.62	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_558	2018.07.27-022	7	-	-	6.08	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_456	2018.07.20-008	7	-	-	4.68	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_663	2018.08.20-063	8	-	-	4.07	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_366	2018.07.17-142	7	-	-	4.04	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハエトリグモ科_sp.6	S44_S_720	2018.08.21-040	8	-	-	5.49	54	Araneae	Salticidae	-	Salticidae_sp.6	free-living
ハシリグモ�	S45_S_110	2018.04.17-110	4	2	2	-	15	Araneae	Pisauridae	Dolomedes	Dolomedes_sp.	free-living
ハシリグモ�	S43_S_355	2018.10.17-059	10	2	2	4.05	15	Araneae	Pisauridae	Dolomedes	Dolomedes_sp.	free-living
ハシリグモ�	S43_S_345	2018.10.17-049	10	2	2	4.01	15	Araneae	Pisauridae	Dolomedes	Dolomedes_sp.	free-living
ハシリグモ�	S43_S_065	2018.09.11-065	9	2	2	2.92	15	Araneae	Pisauridae	Dolomedes	Dolomedes_sp.	free-living
ハナグモ	S43_S_115	2018.09.13-043	9	2	2	3.9	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_159	2018.09.25-039	9	2	2	3.98	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_736	2018.05.17-152	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_698	2018.05.17-114	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_436	2018.05.14-076	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_336	2018.05.11-032	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_140	2018.09.25-020	9	2	2	2.53	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_157	2018.09.25-037	9	2	2	3.9	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_410	2018.05.14-050	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_742	2018.05.17-158	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_347	2018.05.11-043	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_186	2018.09.25-066	9	2	2	4.47	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_002	2018.04.17-002	4	2	2	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_016	2018.04.17-016	4	2	2	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_456	2018.05.14-096	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_749	2018.05.17-165	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_113	2018.09.13-041	9	2	2	3.78	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_506	2018.05.15-042	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_344	2018.05.11-040	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_666	2018.05.17-082	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_638	2018.08.20-038	8	-	-	3.38	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_715	2018.08.21-035	8	-	-	4.07	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_264	2018.07.17-040	7	-	-	3.69	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_414	2018.05.14-054	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_435	2018.05.14-075	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_666	2018.08.20-066	8	-	-	2.6	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_726	2018.05.17-142	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_320	2018.05.11-016	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_327	2018.05.11-023	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_333	2018.05.11-029	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_334	2018.05.11-030	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_676	2018.08.20-076	8	-	-	2.46	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_764	2018.05.17-180	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_078	2018.06.17-014	6	-	-	4.44	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_351	2018.05.11-047	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_735	2018.08.22-007	8	-	-	3.78	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_202	2018.09.25-082	9	2	2	4.05	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_001	2018.04.17-001	4	2	2	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_255	2018.07.17-031	7	-	-	3.43	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_203	2018.09.25-083	9	2	2	4.45	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_284	2018.07.17-060	7	-	-	2.91	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_296	2018.07.17-072	7	-	-	2.32	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_457	2018.05.14-097	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_504	2018.05.15-040	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_604	2018.05.17-020	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_509	2018.05.15-045	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_524	2018.05.15-060	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_534	2018.05.16-006	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_353	2018.05.11-049	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_515	2018.07.20-067	7	-	-	2.91	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_596	2018.07.27-060	7	-	-	3.38	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_265	2018.04.27-089	4	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_380	2018.05.14-020	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_466	2018.05.15-002	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_575	2018.05.16-047	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_589	2018.05.17-005	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_602	2018.05.17-018	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S43_S_106	2018.09.13-034	9	2	2	3.19	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S45_S_605	2018.05.17-021	5	-	-	-	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
ハナグモ	S44_S_631	2018.08.20-031	8	-	-	3.66	13	Araneae	Thomisidae	Ebrechtella	Ebrechtella_tricuspidata	free-living
